GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C8Y001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001
"G0101310","1980","A","3","6","Alabama","01",,"Wilcox","131",,,,,,,,,,,,,"06",,,,,,,,"WILCOX COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",14755,0,0,14755,5036,4362,616,6933,7822,4590,10151,3,0,0,1,0,3,0,1,0,2,0,0,4,485,107,30,20,9,8,3,3,3,1,1,0,0,218,49
"G0101330","1980","A","3","6","Alabama","01",,"Winston","133",,,,,,,,,,,,,"05",,,,,,,,"WINSTON COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",21953,0,5306,16647,8697,7718,708,10726,11227,21818,69,27,0,0,7,0,3,10,8,0,1,0,0,10,266,347,155,131,34,65,19,22,41,11,4,4,0,218,91
"G0200100","1980","S","4","9","Alaska","02",,"Aleutian Islands","010",,,,,,,,,,,,,"01",,,,,,,,"ALEUTIAN ISLANDS CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",7768,0,3315,4453,1704,1598,59,4878,2890,4775,329,92,27,1815,32,27,354,33,3,85,25,20,1,150,10,43,14,7,3,14,5,44,209,54,117,91,38,435,244
"G0200200","1980","B","4","9","Alaska","02","0380","Anchorage","020",,,,,,,,,,,,,"01",,,,,,,,"ANCHORAGE BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",174431,170247,0,4184,70363,60470,9384,90467,83964,148650,9258,3565,3856,1532,1053,328,966,1051,144,131,242,65,63,3527,58,409,210,189,89,239,133,649,2189,3108,8819,5485,2960,1458,357
"G0200500","1980","S","4","9","Alaska","02",,"Bethel","050",,,,,,,,,,,,,"01",,,,,,,,"BETHEL CENSUS AREA","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",10999,0,3576,7423,3297,2684,397,5813,5186,1661,26,272,8944,31,6,4,12,2,0,0,0,0,6,35,65,56,43,20,8,46,20,33,101,75,94,67,89,196,233
"G0200600","1980","A","4","9","Alaska","02",,"Bristol Bay Borough","060",,,,,,,,,,,,,"01",,,,,,,,"BRISTOL BAY BOROUGH","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0",1094,0,0,1094,369,246,48,714,380,660,47,11,44,305,0,1,1,0,0,0,1,2,0,22,1,6,3,0,0,2,3,7,8,9,12,23,4,38,300
"G0200700","1980","S","4","9","Alaska","02",,"Dillingham","070",,,,,,,,,,,,,"01",,,,,,,,"DILLINGHAM CENSUS AREA","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",4616,0,0,4616,1952,1214,196,2435,2181,1066,1,267,2028,1225,1,1,3,0,0,0,1,0,1,22,6,53,19,4,1,9,1,5,19,20,43,61,57,101,328
"G0200900","1980","A","4","9","Alaska","02",,"Fairbanks North Star","090",,,,,,,,,,,,,"01",,,,,,,,"FAIRBANKS NORTH STAR BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53983,0,31920,22063,22708,18224,3881,29035,24948,46106,3006,1839,1073,75,196,80,87,246,56,60,59,19,13,1068,139,245,162,101,36,163,86,416,1177,1129,2090,1360,736,799,313
"G0201000","1980","A","4","9","Alaska","02",,"Haines","100",,,,,,,,,,,,,"01",,,,,,,,"HAINES BOROUGH","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0",1680,0,0,1680,743,572,147,887,793,1430,3,205,4,5,1,0,2,1,1,0,0,0,0,28,8,18,9,8,1,12,0,3,25,18,39,9,1,35,233
"G0201100","1980","B","4","9","Alaska","02",,"Juneau","110",,,,,,,,,,,,,"01",,,,,,,,"JUNEAU BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",19528,0,19528,0,7656,7035,481,10022,9506,16459,142,2010,115,65,41,29,374,10,25,14,6,0,5,233,6,74,41,43,9,30,16,55,125,226,714,634,492,94,385
"G0201220","1980","A","4","9","Alaska","02",,"Kenai Peninsula","122",,,,,,,,,,,,,"01",,,,,,,,"KENAI PENINSULA BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",25282,0,4324,20958,11740,8546,1886,13389,11893,23099,41,812,337,589,54,10,81,32,2,9,9,1,2,204,38,113,73,40,8,73,9,45,220,340,661,212,91,360,300
"G0201300","1980","A","4","9","Alaska","02",,"Ketchikan Gateway","130",,,,,,,,,,,,,"01",,,,,,,,"KETCHIKAN GATEWAY BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11316,0,7198,4118,4431,3985,298,5905,5411,9479,46,1314,40,52,26,6,217,5,1,15,6,5,4,100,4,31,26,30,21,51,17,62,182,253,538,275,102,100,322
"G0201400","1980","S","4","9","Alaska","02",,"Kobuk","140",,,,,,,,,,,,,"01",,,,,,,,"KOBUK CENSUS AREA","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","0","1","1","0",4831,0,0,4831,1486,1140,192,2594,2237,683,7,35,4075,3,3,0,0,1,0,0,0,0,2,22,34,13,11,15,0,19,1,4,23,18,54,53,89,104,354
"G0201500","1980","A","4","9","Alaska","02",,"Kodiak Island","150",,,,,,,,,,,,,"01",,,,,,,,"KODIAK ISLAND BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",9939,0,4756,5183,3557,3027,417,5544,4395,7046,72,106,68,1710,33,9,624,61,1,19,15,9,24,142,14,40,26,12,9,31,10,61,148,73,173,232,313,209,385
"G0201700","1980","A","4","9","Alaska","02",,"Matanuska-Susitna","170",,,,,,,,,,,,,"01",,,,,,,,"MATANUSKA-SUSITNA BOROUGH","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",17816,0,0,17816,10098,5699,1814,9242,8574,16844,90,328,232,128,15,3,14,14,2,0,8,3,2,133,33,27,50,21,1,31,11,46,105,135,237,76,29,259,278
"G0201800","1980","S","4","9","Alaska","02",,"Nome","180",,,,,,,,,,,,,"01",,,,,,,,"NOME CENSUS AREA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0",6537,0,0,6537,2608,1741,308,3554,2983,1278,22,43,5118,13,4,0,9,6,0,12,1,0,0,31,105,45,22,8,2,10,4,6,41,36,106,74,92,270,295
"G0201850","1980","A","4","9","Alaska","02",,"North Slope","185",,,,,,,,,,,,,"01",,,,,,,,"NORTH SLOPE BOROUGH","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0",4199,0,0,4199,1158,980,159,2383,1816,914,22,26,3195,4,0,0,10,9,1,1,2,0,1,14,27,32,8,8,0,11,10,14,47,50,93,39,64,111,295
"G0202010","1980","S","4","9","Alaska","02",,"Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,,"01",,,,,,,,"PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0",3822,0,0,3822,1385,1121,188,2141,1681,2080,11,1606,25,20,0,0,3,2,0,0,1,13,0,61,14,68,30,33,2,23,0,16,57,23,36,8,1,162,154
"G0202200","1980","B","4","9","Alaska","02",,"Sitka","220",,,,,,,,,,,,,"01",,,,,,,,"SITKA BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7803,0,7803,0,2694,2440,205,4115,3688,5768,44,1506,95,68,63,9,156,0,0,0,1,1,5,87,2,22,22,21,6,19,6,30,77,143,341,220,160,62,355
"G0202310","1980","S","4","9","Alaska","02",,"Skagway-Yakutat-Angoon","231",,,,,,,,,,,,,"01",,,,,,,,"SKAGWAY-YAKUTAT-ANGOON CENSUS AREA","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",3478,0,0,3478,1553,1087,246,1838,1640,1941,5,1410,35,17,2,0,3,3,0,2,4,5,2,49,20,26,14,21,5,16,1,13,50,40,69,28,3,124,237
"G0202400","1980","S","4","9","Alaska","02",,"Southeast Fairbanks","240",,,,,,,,,,,,,"01",,,,,,,,"SOUTHEAST FAIRBANKS CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",5676,0,0,5676,2450,1666,446,3166,2510,4473,284,683,33,9,7,3,21,43,0,7,7,6,0,100,17,22,9,8,0,4,2,40,164,92,168,54,12,138,266
"G0202610","1980","S","4","9","Alaska","02",,"Valdez-Cordova","261",,,,,,,,,,,,,"01",,,,,,,,"VALDEZ-CORDOVA CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",8348,0,3079,5269,4145,2689,1027,4640,3708,6915,58,580,127,353,13,7,107,8,4,26,12,0,0,138,12,24,39,23,3,31,6,21,86,55,157,161,143,239,351
"G0202700","1980","S","4","9","Alaska","02",,"Wade Hampton","270",,,,,,,,,,,,,"01",,,,,,,,"WADE HAMPTON CENSUS AREA","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0",4665,0,0,4665,1173,947,191,2440,2225,296,3,8,4335,4,0,3,1,1,1,0,0,0,2,11,10,9,5,2,0,1,0,0,6,12,36,2,0,72,285
"G0202800","1980","S","4","9","Alaska","02",,"Wrangell-Petersburg","280",,,,,,,,,,,,,"01",,,,,,,,"WRANGELL-PETERSBURG CENSUS AREA","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",6167,0,2821,3346,2363,2072,220,3310,2857,4812,9,1124,12,54,42,1,36,5,0,0,1,0,1,70,18,87,43,22,4,55,13,36,104,84,146,23,12,87,222
"G0202900","1980","S","4","9","Alaska","02",,"Yukon-Koyukuk","290",,,,,,,,,,,,,"01",,,,,,,,"YUKON-KOYUKUK CENSUS AREA","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",7873,0,0,7873,3192,2280,518,4529,3344,3293,117,4027,326,13,3,1,11,3,0,2,1,0,0,76,79,80,52,7,3,51,2,17,56,43,88,22,18,206,157
"G0400010","1980","A","4","8","Arizona","04",,"Apache","001",,,,,,,,,,,,,"01",,,,,,,,"APACHE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",52108,0,12405,39703,18878,12638,2816,25556,26552,11902,271,39024,11,0,6,8,14,8,5,15,2,1,6,835,385,1022,335,226,103,149,117,124,159,79,60,8,1,1039,99
"G0400030","1980","A","4","8","Arizona","04",,"Cochise","003",,,,,,,,,,,,,"02",,,,,,,,"COCHISE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",85686,0,52582,33104,32564,28977,3320,42614,43072,73261,3224,489,2,5,334,132,207,485,33,90,76,65,11,7272,262,1108,688,713,234,655,332,943,1696,740,423,44,16,1215,168
"G0400050","1980","A","4","8","Arizona","04",,"Coconino","005",,,,,,,,,,,,,"01",,,,,,,,"COCONINO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",75008,0,46473,28535,30264,21890,4351,37555,37453,49235,1275,20904,7,2,47,124,33,37,49,22,14,6,5,3248,256,1128,511,519,160,377,278,793,1196,1112,825,189,79,792,188
"G0400070","1980","A","4","8","Arizona","04",,"Gila","007",,,,,,,,,,,,,"01",,,,,,,,"GILA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37080,0,19951,17129,18756,12847,2104,18137,18943,30147,88,5083,1,1,12,32,15,18,9,3,1,0,0,1670,197,361,230,285,64,242,81,269,302,164,77,12,10,506,150
"G0400090","1980","A","4","8","Arizona","04",,"Graham","009",,,,,,,,,,,,,"02",,,,,,,,"GRAHAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",22862,0,10384,12478,7405,6587,606,11694,11168,17085,474,2740,4,0,5,16,8,2,1,10,11,6,1,2499,101,193,132,164,43,110,71,228,159,84,39,4,0,265,153
"G0400110","1980","A","4","8","Arizona","04",,"Greenlee","011",,,,,,,,,,,,,"02",,,,,,,,"GREENLEE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",11406,0,6981,4425,4342,3607,599,5734,5672,9357,18,229,0,6,3,2,13,5,5,0,0,0,1,1767,85,619,364,639,49,38,10,25,20,4,1,1,0,100,112
"G0400130","1980","A","4","8","Arizona","04","6200","Maricopa","013",,,,,,,,,,,,,"A",,,,,,,,"MARICOPA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1509052,1399344,38048,71660,610772,544759,51290,739791,769261,1307455,48113,22788,59,56,2448,4208,2001,1355,1199,1215,437,162,94,117462,3115,9434,5024,5636,2311,5139,3574,12663,30099,32786,36530,9870,3104,7109,254
"G0400150","1980","A","4","8","Arizona","04",,"Mohave","015",,,,,,,,,,,,,"01",,,,,,,,"MOHAVE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",55865,0,35530,20335,28818,21110,7228,27959,27906,53477,99,1462,3,4,51,44,28,14,33,27,18,2,0,603,84,294,184,205,68,285,145,520,776,670,680,157,41,643,217
"G0400170","1980","A","4","8","Arizona","04",,"Navajo","017",,,,,,,,,,,,,"01",,,,,,,,"NAVAJO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",67629,0,24857,42772,28408,18301,4666,33571,34058,32543,597,32122,3,4,19,83,31,5,28,17,13,3,2,2159,262,739,309,350,70,350,150,348,488,264,154,32,6,1231,151
"G0400190","1980","A","4","8","Arizona","04","8520","Pima","019",,,,,,,,,,,,,"B",,,,,,,,"PIMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",531443,450059,18751,62633,218609,195459,20283,259320,272123,442888,15118,14880,32,16,853,1892,634,409,428,451,175,63,17,53587,978,4109,2515,3190,1423,3265,2463,8555,13877,10401,8511,1651,742,3049,216
"G0400210","1980","A","4","8","Arizona","04",,"Pinal","021",,,,,,,,,,,,,"02",,,,,,,,"PINAL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",90918,9935,44142,36841,34080,28411,2503,46692,44226,61849,3017,8487,8,4,26,107,81,18,36,23,7,4,3,17248,443,1833,579,721,168,554,261,584,765,387,199,33,8,1169,131
"G0400230","1980","A","4","8","Arizona","04",,"Santa Cruz","023",,,,,,,,,,,,,"02",,,,,,,,"SANTA CRUZ COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20459,0,15683,4776,6402,5999,355,9691,10768,16515,69,57,0,0,30,11,3,8,30,3,8,2,0,3723,144,390,209,214,51,146,69,173,245,108,91,11,5,136,137
"G0400250","1980","A","4","8","Arizona","04",,"Yavapai","025",,,,,,,,,,,,,"01",,,,,,,,"YAVAPAI COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",68145,0,31053,37092,33759,26599,5083,33299,34846,65322,193,997,4,4,26,47,22,19,24,25,16,7,1,1438,768,590,361,362,141,391,205,642,970,639,525,139,44,726,173
"G0400270","1980","A","4","8","Arizona","04",,"Yuma","027",,,,,,,,,,,,,"02",,,,,,,,"YUMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",90554,54247,8303,28004,37501,29848,4201,46329,44225,69725,2421,3236,4,7,214,114,258,66,222,31,30,32,5,14189,306,894,456,530,218,527,329,1013,1600,841,845,158,41,1103,188
"G0500010","1980","A","3","7","Arkansas","05",,"Arkansas","001",,,,,,,,,,,,,"07",,,,,,,,"ARKANSAS COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",24175,0,14869,9306,9875,8909,691,11709,12466,19280,4805,44,0,0,0,6,10,1,4,12,0,0,0,13,388,774,205,163,30,108,53,79,203,62,7,2,2,459,92
"G0500030","1980","A","3","7","Arkansas","05",,"Ashley","003",,,,,,,,,,,,,"06",,,,,,,,"ASHLEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26538,0,13613,12925,9770,9061,583,12813,13725,19230,7237,23,3,0,1,2,2,3,6,6,5,0,0,20,342,482,166,151,31,71,29,81,58,19,14,10,5,375,90
"G0500050","1980","A","3","7","Arkansas","05",,"Baxter","005",,,,,,,,,,,,,"09",,,,,,,,"BAXTER COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",27409,0,8066,19343,12928,11181,1451,13162,14247,27252,26,65,0,0,6,1,1,3,19,7,0,1,0,28,40,164,152,240,68,106,77,222,180,53,16,1,0,200,149
"G0500070","1980","A","3","7","Arkansas","05","2580","Benton","007",,,,,,,,,,,,,"01",,,,,,,,"BENTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",78115,724,36714,40677,32206,28622,3164,38019,40096,76644,50,948,0,1,12,36,26,17,35,107,8,4,0,227,180,698,520,599,191,506,378,949,754,375,202,17,15,458,160
"G0500090","1980","A","3","7","Arkansas","05",,"Boone","009",,,,,,,,,,,,,"09",,,,,,,,"BOONE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26067,0,9567,16500,10688,9781,882,12470,13597,25950,2,63,0,1,3,1,1,6,6,3,1,2,0,28,65,355,192,241,58,209,119,205,159,36,22,2,1,201,138
"G0500110","1980","A","3","7","Arkansas","05",,"Bradley","011",,,,,,,,,,,,,"06",,,,,,,,"BRADLEY COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",13803,0,7646,6157,5591,5040,473,6523,7280,9736,4022,10,0,0,3,1,1,2,2,0,0,0,0,26,233,291,73,49,6,37,28,17,15,5,2,0,0,214,75
"G0500130","1980","A","3","7","Arkansas","05",,"Calhoun","013",,,,,,,,,,,,,"06",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1",6079,0,0,6079,2372,2121,165,2943,3136,4354,1706,3,0,0,0,1,1,0,0,4,6,0,0,4,77,79,26,16,2,4,1,4,5,0,1,0,0,92,69
"G0500150","1980","A","3","7","Arkansas","05",,"Carroll","015",,,,,,,,,,,,,"09",,,,,,,,"CARROLL COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0",16203,0,2966,13237,7345,6431,818,7813,8390,16067,4,74,0,0,1,0,0,7,7,7,1,0,0,35,52,189,144,169,30,77,30,52,44,13,4,0,0,152,122
"G0500170","1980","A","3","7","Arkansas","05",,"Chicot","017",,,,,,,,,,,,,"08",,,,,,,,"CHICOT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17793,0,11659,6134,6584,5993,496,8342,9451,8217,9414,16,1,0,1,85,4,0,1,23,1,0,0,30,497,404,113,72,2,56,12,29,18,6,6,1,2,333,64
"G0500190","1980","A","3","7","Arkansas","05",,"Clark","019",,,,,,,,,,,,,"06",,,,,,,,"CLARK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23326,0,12712,10614,8822,8134,593,11224,12102,18133,5079,24,0,0,11,14,2,5,5,1,11,0,0,41,268,609,228,226,28,130,34,161,121,69,23,3,7,267,107
"G0500210","1980","A","3","7","Arkansas","05",,"Clay","021",,,,,,,,,,,,,"07",,,,,,,,"CLAY COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",20616,0,7412,13204,8688,7911,655,9885,10731,20558,3,28,0,0,1,0,1,5,8,0,0,0,0,12,256,587,173,114,35,43,9,48,22,4,3,1,0,239,83
"G0500230","1980","A","3","7","Arkansas","05",,"Cleburne","023",,,,,,,,,,,,,"09",,,,,,,,"CLEBURNE COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",16909,0,4589,12320,8584,6405,1004,8307,8602,16826,4,41,0,0,1,2,0,1,4,4,0,0,0,26,65,208,128,126,34,74,10,46,50,14,9,2,1,138,117
"G0500250","1980","A","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,,"06",,,,,,,,"CLEVELAND COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1",7868,0,0,7868,3078,2769,286,3842,4026,6657,1194,5,0,0,2,0,5,2,0,0,0,0,0,3,96,94,22,17,1,1,1,0,3,0,0,0,0,108,61
"G0500270","1980","A","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,,"05",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26644,0,11909,14735,10445,9535,894,12657,13987,17270,9242,58,1,0,7,0,0,3,11,7,2,0,0,43,480,748,207,191,22,127,19,60,123,49,10,4,2,316,86
"G0500290","1980","A","3","7","Arkansas","05",,"Conway","029",,,,,,,,,,,,,"03",,,,,,,,"CONWAY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",19505,0,7355,12150,7457,6800,636,9428,10077,16414,2974,60,0,0,5,0,2,1,7,1,2,0,1,38,197,359,145,139,33,62,38,62,45,12,5,0,0,178,99
"G0500310","1980","A","3","7","Arkansas","05",,"Craighead","031",,,,,,,,,,,,,"07",,,,,,,,"CRAIGHEAD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",63239,0,31530,31709,24139,22334,1752,30498,32741,59884,2876,196,1,0,7,30,16,9,19,72,4,0,1,124,381,1272,526,483,247,401,268,825,1151,302,106,15,10,561,152
"G0500330","1980","A","3","7","Arkansas","05","2720","Crawford","033",,,,,,,,,,,,,"02",,,,,,,,"CRAWFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36892,12033,2755,22104,13763,12566,1151,18159,18733,35413,460,787,0,0,4,1,18,8,8,129,4,0,0,60,235,417,269,266,188,251,186,168,137,38,18,4,1,305,133
"G0500350","1980","A","3","7","Arkansas","05","4920","Crittenden","035",,,,,,,,,,,,,"08",,,,,,,,"CRITTENDEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49499,32907,3517,13075,16980,15701,885,23597,25902,27928,21207,79,0,1,18,70,8,24,5,3,15,4,1,136,892,1013,574,280,77,162,216,526,612,245,88,9,3,755,115
"G0500370","1980","A","3","7","Arkansas","05",,"Cross","037",,,,,,,,,,,,,"07",,,,,,,,"CROSS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20434,0,7805,12629,7188,6631,534,9905,10529,15287,5068,18,1,0,6,0,2,2,5,2,4,0,0,39,255,367,147,138,49,100,47,73,52,16,3,0,0,326,100
"G0500390","1980","A","3","7","Arkansas","05",,"Dallas","039",,,,,,,,,,,,,"06",,,,,,,,"DALLAS COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",10515,0,5175,5340,4237,3735,383,5044,5471,6533,3957,14,0,0,0,1,1,0,0,0,3,0,0,6,180,162,51,41,25,27,13,23,20,4,2,0,0,139,79
"G0500410","1980","A","3","7","Arkansas","05",,"Desha","041",,,,,,,,,,,,,"08",,,,,,,,"DESHA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19760,0,11762,7998,7267,6640,588,9330,10430,11231,8444,21,1,0,2,8,0,0,12,0,2,0,0,39,458,546,188,118,21,53,21,53,52,18,4,0,4,372,78
"G0500430","1980","A","3","7","Arkansas","05",,"Drew","043",,,,,,,,,,,,,"06",,,,,,,,"DREW COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",17910,0,8259,9651,6648,6200,426,8700,9210,12940,4886,31,0,0,1,13,6,0,4,0,3,0,0,26,222,370,129,171,67,103,49,60,38,23,6,0,0,213,104
"G0500450","1980","A","3","7","Arkansas","05",,"Faulkner","045",,,,,,,,,,,,,"03",,,,,,,,"FAULKNER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",46192,0,20375,25817,16814,15489,1253,22340,23852,42196,3700,127,1,1,4,21,21,9,9,10,3,0,0,90,208,577,427,567,200,366,136,440,418,110,65,11,4,319,139
"G0500470","1980","A","3","7","Arkansas","05",,"Franklin","047",,,,,,,,,,,,,"02",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0",14705,0,3597,11108,5689,5164,475,7324,7381,14319,154,114,0,0,1,3,3,5,2,45,0,0,0,59,103,244,106,109,42,63,20,34,36,5,5,0,0,150,107
"G0500490","1980","A","3","7","Arkansas","05",,"Fulton","049",,,,,,,,,,,,,"09",,,,,,,,"FULTON COUNTY","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",9975,0,269,9706,4360,3765,410,4856,5119,9897,1,57,0,0,5,0,1,0,1,0,0,0,0,13,60,146,45,40,3,14,8,14,10,2,2,0,0,91,88
"G0500510","1980","A","3","7","Arkansas","05",,"Garland","051",,,,,,,,,,,,,"04",,,,,,,,"GARLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",70531,0,38456,32075,34120,28171,4700,33656,36875,64106,5756,216,5,2,49,18,8,6,31,68,8,1,0,257,412,2070,898,974,234,618,293,605,780,487,276,46,46,647,130
"G0500530","1980","A","3","7","Arkansas","05",,"Grant","053",,,,,,,,,,,,,"06",,,,,,,,"GRANT COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",13008,0,3042,9966,4901,4504,356,6415,6593,12527,420,35,0,0,3,0,1,7,1,0,0,0,0,14,32,193,90,83,13,50,8,13,20,10,6,1,1,159,108
"G0500550","1980","A","3","7","Arkansas","05",,"Greene","055",,,,,,,,,,,,,"07",,,,,,,,"GREENE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",30744,0,15248,15496,11944,11228,680,14865,15879,30573,5,123,0,0,4,1,2,4,6,0,0,0,0,26,279,716,298,272,95,170,88,177,91,22,17,1,2,300,108
