StoreNbr,StoreName,StoreType,BuildingAddress,BuildingCity,BuildingStateProv,BuildingPostalCode,SizeSqFt,OpenDate,Latitude,Longitude
1344,STAUNTON VIRGINIA,Supercenter,1028 RICHMOND AVENUE C.,STAUNTON,VA,24401,201788,12/30/1989,38.13801682,-79.04736493
1345,SOUTH BOSTON VA,Supercenter,3471 OLD HALIFAX RD,SOUTH BOSTON,VA,24592,176002,10/2/1989,36.709303,-78.90154
1346,OCEAN SPRINGS MS,Supercenter,3911 BIENVILLE BLVD,OCEAN SPRINGS,MS,39564,208772,10/31/1989,30.41167893,-88.76025011
1347,SAN ANTONIO (E) TX,Supercenter,1430 AUSTIN HWY,SAN ANTONIO,TX,78209,207499,8/31/1989,29.49209473,-98.43700745
1348,WILMINGTON (S) NC,Supercenter,5135 CAROLINA BEACH RD,WILMINGTON,NC,28412,207009,4/30/1990,34.14580522,-77.89679663
1349,SUNRISE FL,Wal-Mart,3306 N UNIVERSITY DR,SUNRISE,FL,33351,114760,8/31/1989,26.1679996,-80.25463989
1350,LYNCHBURG VA,Supercenter,3900 WARDS RD,LYNCHBURG,VA,24502,187986,11/5/1991,37.35130243,-79.18473048
1351,BECKLEY WV,Supercenter,1330 NO. EISENHOWER DR,BECKLEY,WV,25801,207296,9/16/1989,37.80546653,-81.17728374
1352,WALLACE NC,Supercenter,5625 S NC 41 HWY,WALLACE,NC,28466,149698,11/16/1989,34.736924,-77.993819
1353,HARAHAN LA,Supercenter,5110 JEFFERSON HWY,HARAHAN,LA,70123,246156,10/2/1989,29.94959016,-90.18149949
1354,WASHINGTON NC,Supercenter,570 PAMLICO PLZ,WASHINGTON,NC,27889,184717,11/16/1989,35.549639,-77.039376
1355,MOREHEAD CITY NC,Supercenter,300 NC HIGHWAY 24,MOREHEAD CITY,NC,28557,220167,10/2/1989,34.725535,-76.758443
1356,MARTINSVILLE IN,Supercenter,410 GRAND VALLEY BLVD,MARTINSVILLE,IN,46151,203622,10/2/1989,39.4107,-86.46318
1357,SILVER CITY NM,Supercenter,2501 HIGHWAY 180 E,SILVER CITY,NM,88061,200084,10/31/1989,32.78752317,-108.2532751
1358,WALTERBORO SC,Supercenter,2110 BELLS HWY,WALTERBORO,SC,29488,203091,6/29/1989,32.89122,-80.6946
1359,NORTH CHARLESTON SC,Supercenter,7400 RIVERS AVE,NORTH CHARLESTON,SC,29406,223715,8/31/1989,32.93856272,-80.03612315
1360,FAYETTEVILLE WV,Supercenter,204 TOWN CENTER RD,FAYETTEVILLE,WV,25840,183865,1/31/1990,38.054872,-81.10049
1361,SIOUX CITY IA,Supercenter,3400 SINGING HILLS BLVD,SIOUX CITY,IA,51106,185349,10/31/1989,42.43599213,-96.36437527
1362,DESTIN FL,Supercenter,15017 EMERALD COAST PKWY,DESTIN,FL,32541,200749,11/16/1989,30.38915025,-86.4498366
1363,MADISON GA,Supercenter,1681 EATONTON RD,MADISON,GA,30650,156388,10/31/1989,33.56559077,-83.48008214
1364,LAKE HAVASU CITY AZ,Supercenter,5695 HIGHWAY 95 N,LAKE HAVASU CITY,AZ,86404,196021,1/31/1990,34.518339,-114.324094
1365,HUDSON WI,Wal-Mart,2222 CREST VIEW DR,HUDSON,WI,54016,94107,10/31/1989,44.96102023,-92.72616787
1366,MERRILL WI,Wal-Mart,3500 E MAIN ST,MERRILL,WI,54452,73870,8/1/1989,45.182325,-89.694701
1367,WARNER ROBINS GA,Supercenter,2720 WATSON BLVD,WARNER ROBINS,GA,31093,224751,10/2/1989,32.61821905,-83.67023093
1368,WEST UNION OH,Supercenter,11217 STATE ROUTE 41,WEST UNION,OH,45693,155530,10/2/1989,38.797727,-83.527461
1369,PAYSON AZ,Supercenter,300 N BEELINE HWY,PAYSON,AZ,85541,146634,11/16/1989,34.24265208,-111.3230195
1370,BULLHEAD CITY AZ,Supercenter,2840 HIGHWAY 95,BULLHEAD CITY,AZ,86442,222090,1/31/1990,35.08020441,-114.5955232
1371,COLUMBUS IN,Supercenter,735 WHITFIELD DR,COLUMBUS,IN,47201,207498,6/29/1989,39.199917,-85.934788
1372,GARNER/RALEIGH NC,Supercenter,4500 FAYETTEVILLE RD,RALEIGH,NC,27603,195906,1/31/1990,35.71894098,-78.65857976
1373,LILBURN (DULUTH) GA,Supercenter,4004 LAWRENCEVILLE HWY NW,LILBURN,GA,30047,207158,1/31/1990,33.90384444,-84.11575088
1374,ALTAMONTE SPRINGS  FL,Wal-Mart,200 S STATE ROAD 434,ALTAMONTE SPRINGS,FL,32714,94816,10/31/1989,28.66011919,-81.41920289
1375,MARIANNA FL,Supercenter,2255 HIGHWAY 71,MARIANNA,FL,32448,208011,11/16/1989,30.72797895,-85.18550932
1376,HENDERSONVILLE TN,Supercenter,204 NO. ANDERSON LANE,HENDERSONVILLE,TN,37075,203091,1/31/1990,36.30768389,-86.59432025
1377,MCHENRY IL,Supercenter,3801 RUNNING BROOK FARMS BLVD,JOHNSBURG,IL,60051,180088,12/30/1989,42.342172,-88.289042
1378,GOSHEN (S) IN,Supercenter,2304 LINCOLNWAY E,GOSHEN,IN,46526,200083,10/31/1989,41.56623496,-85.80295363
1379,GREENVILLE NC,Supercenter,210 GREENVILLE BLVD SW,GREENVILLE,NC,27834,201737,1/31/1990,35.57438844,-77.38787288
1380,LAS VEGAS NM,Supercenter,2609 7TH ST,LAS VEGAS,NM,87701,155375,12/30/1989,35.62149422,-105.2256512
1381,APACHE JUNCTION AZ,Supercenter,2555 W APACHE TRL,APACHE JUNCTION,AZ,85120,210996,7/2/1991,33.41496711,-111.5733573
1382,GREENWOOD SC,Supercenter,508 NW BYPASS 72,GREENWOOD,SC,29649,193789,10/2/1989,34.219994,-82.160345
1383,BEAUFORT SC,Supercenter,350 ROBERT SMALLS PKWY,BEAUFORT,SC,29906,205693,11/16/1989,32.42256205,-80.73515281
1384,LA JUNTA CO,Supercenter,6 CONLEY RD,LA JUNTA,CO,81050,151980,1/31/1990,37.81822,-103.77405
1385,GASTONIA NC,Supercenter,3000 E FRANKLIN BLVD,GASTONIA,NC,28056,198839,1/31/1990,35.26181351,-81.12437948
1386,PONTIAC IL,Supercenter,1706 W REYNOLDS ST,PONTIAC,IL,61764,184368,12/31/1990,40.87357534,-88.6408577
1387,CORAL SPRINGS FL,Supercenter,3801 TURTLE CREEK DR,CORAL SPRINGS,FL,33067,201882,4/2/1990,26.27833971,-80.20365811
1388,KENDALLVILLE IN,Supercenter,2501 E NORTH ST,KENDALLVILLE,IN,46755,183918,12/30/1989,41.448737,-85.263287
1389,BOONE IA,Supercenter,1515 S MARSHALL ST,BOONE,IA,50036,115209,12/30/1989,42.07120663,-93.87848778
1390,PINELLAS PARK FL,Supercenter,8001 US HIGHWAY 19 N,PINELLAS PARK,FL,33781,228408,6/27/1990,27.84526633,-82.68788736
1391,DAYTONA BEACH FL,Supercenter,1101 BEVILLE RD,DAYTONA BEACH,FL,32119,207328,2/24/1990,29.17305627,-81.02988422
1392,WILMINGTON (N) NC,Supercenter,5226 SIGMON RD,WILMINGTON,NC,28403,224132,8/1/1989,34.24272085,-77.87430331
1393,OSKALOOSA IA,Supercenter,2203 AVENUE A WEST,OSKALOOSA,IA,52577,158334,10/31/1989,41.29630387,-92.61937846
1394,GREENFIELD WI,Supercenter,10600 W LAYTON AVE,GREENFIELD,WI,53228,148460,12/30/1989,42.95922227,-88.04534375
1395,CENTRALIA IL,Wal-Mart,1340 W MCCORD ST,CENTRALIA,IL,62801,71159,10/1/1990,38.5329902,-89.15810459
1396,WEST BARABOO WI,Supercenter,920 HWY 12,BARABOO,WI,53913,185944,12/30/1989,43.52592,-89.77404
1397,ALBQUERQUE (NW) NM,Supercenter,10224 COORS BYP NW,ALBUQUERQUE,NM,87114,210219,1/31/1990,35.20405669,-106.657051
1398,LAKE WORTH FL,Supercenter,4545 HYPOLUXO RD,LAKE WORTH,FL,33463,89799,1/31/1990,26.57442784,-80.11428479
1399,BEDFORD VA,Supercenter,1126 E LYNCHBURG SALEM TPKE,BEDFORD,VA,24523,156735,10/31/1989,37.34083554,-79.55913993
1400,ATHENS GA,Supercenter,1911 EPPS BRIDGE PKWY,ATHENS,GA,30606,204167,6/27/1990,33.91955355,-83.44522095
1401,NAPERVILLE IL,Wal-Mart,776 S ROUTE 59,NAPERVILLE,IL,60540,115170,10/29/1990,41.7564365,-88.20586255
1403,CORNELIA GA,Supercenter,250 FURNITURE DR,CORNELIA,GA,30531,148240,1/31/1990,34.514324,-83.5248
1404,LAKE ZURICH IL,Supercenter,820 S RAND RD,LAKE ZURICH,IL,60047,151437,1/31/1990,42.195624,-88.058166
1405,BAY CITY TX,Supercenter,4600 7TH ST,BAY CITY,TX,77414,184368,8/1/1990,28.98829708,-95.93077818
1406,WINCHESTER VA,Supercenter,2350 S PLEASANT VALLEY RD,WINCHESTER,VA,22601,230620,1/31/1990,39.156528,-78.1719719
1407,LEBANON OH,Supercenter,1530 WALMART DR,LEBANON,OH,45036,203091,12/30/1989,39.45590222,-84.17272739
1408,TALLAHASSEE(W) FL,Supercenter,4400 W TENNESSEE ST,TALLAHASSEE,FL,32304,203942,1/31/1990,30.46138669,-84.35903607
1409,HOUSTON TX,Supercenter,10750 WESTVIEW DR,HOUSTON (WESTVIEW),TX,77043,152836,4/2/1990,29.79088456,-95.56255577
1410,TROY OH,Supercenter,1801 W MAIN ST,TROY,OH,45373,198747,4/2/1990,40.05640492,-84.23704371
1411,SAHUARITA AZ,Supercenter,18680 S NOGALES HWY,SAHUARITA,AZ,85629,188247,1/31/1990,31.952136,-110.997432
1412,LARAMIE WY,Supercenter,4308 E GRAND AVE,LARAMIE,WY,82070,183211,4/2/1990,41.30558874,-105.5439871
1413,CRYSTAL LAKE IL,Supercenter,1205 S IL ROUTE 31,CRYSTAL LAKE,IL,60014,203091,4/30/1990,42.23086,-88.326944
1414,BELEN NM,Supercenter,1 I 25 BYPASS,BELEN,NM,87002,200084,1/31/1990,34.656448,-106.759548
1415,SPIRIT LAKE IA,Supercenter,2200 17TH ST.,SPIRIT LAKE,IA,51360,152804,1/31/1990,43.42267783,-95.12610781
1416,NAPOLEON OH,Supercenter,1815 SCOTT ST,NAPOLEON,OH,43545,156292,1/31/1990,41.40054827,-84.1321139
1417,PRESCOTT AZ,Supercenter,3050 E STATE ROUTE 69,PRESCOTT,AZ,86301,205802,11/4/1991,34.54965661,-112.4054213
1418,O`FALLON IL,Supercenter,1530 WEST HWY 50,O FALLON,IL,62269,199521,1/31/1990,38.59267924,-89.95376835
1419,FT WAYNE(N) IN,Supercenter,5311 COLDWATER RD,FORT WAYNE,IN,46825,206157,1/31/1990,41.12726169,-85.13574962
1420,STEAMWOOD IL,Supercenter,850 S BARRINGTON RD,STREAMWOOD,IL,60107,153024,1/31/1990,42.01263036,-88.14484539
1421,WASHINGTON/ MEADOWS,Supercenter,1980 FREEDOM PKWY,WASHINGTON,IL,61571,183917,1/31/1990,40.694863,-89.479364
1422,ALMA MI,Supercenter,7700 N ALGER RD,ALMA,MI,48801,147798,1/31/1990,43.40628265,-84.66667573
1423,ST JOHNS MI,Supercenter,1165 SUPERIOR DR,SAINT JOHNS,MI,48879,186851,4/2/1990,42.999309,-84.57543
1424,COLONIAL HEIGHTS VA,Supercenter,671 SOUTHPARK BLVD,COLONIAL HEIGHTS,VA,23834,221026,3/1/1994,37.24641692,-77.38947364
1425,COLUMBIA CITY IN,Supercenter,402 W PLAZA DR,COLUMBIA CITY,IN,46725,147558,1/31/1990,41.17041754,-85.49345381
1426,ASHLAND KY,Supercenter,351 RIVER HILL DR,ASHLAND,KY,41101,203091,11/16/1989,38.459835,-82.661314
1427,CIRCLEVILLE OH,Supercenter,1470 S COURT ST,CIRCLEVILLE,OH,43113,203007,10/31/1989,39.58534009,-82.95275554
1428,MT PLEASANT MI,Supercenter,4730 ENCORE BLVD,MOUNT PLEASANT,MI,48858,204171,12/30/1989,43.601402,-84.787107
1429,FREMONT OH,Supercenter,2052 N STATE ROUTE 53,FREMONT,OH,43420,211350,1/31/1990,41.37882367,-83.1171994
1430,OSHKOSH WI,Supercenter,351 S WASHBURN ST,OSHKOSH,WI,54904,207185,12/30/1989,44.01610753,-88.58261841
1431,KEOKUK IA,Supercenter,300 NO. PARK DRIVE,KEOKUK,IA,52632,183917,1/31/1990,40.472778,-91.448611
1432,CADILLAC MI,Supercenter,8917 E 34 RD,CADILLAC,MI,49601,207573,4/2/1990,44.28145889,-85.3977437
1433,CELINA OH,Supercenter,1950 HAVEMANN RD,CELINA,OH,45822,203091,1/31/1990,40.5566598,-84.5512883
1434,COLORADO SPRINGS CO,Supercenter,707 S 8TH ST,COLORADO SPRINGS,CO,80905,202772,1/31/1990,38.8244894,-104.8400485
1435,CRESTON IA,Supercenter,806 LAUREL ST,CRESTON,IA,50801,155212,1/31/1990,41.04792048,-94.37134209
1436,GREENACRES CITY FL,Supercenter,6294 FOREST HILL BLVD,GREENACRES,FL,33415,114760,5/30/1990,26.65001457,-80.1422924
1437,GUYMON OK,Supercenter,2600 N HIGHWAY 64,GUYMON,OK,73942,156449,4/2/1990,36.684157,-101.479147
1438,CEDAR CITY UT,Supercenter,1330 S PROVIDENCE CENTER DR,CEDAR CITY,UT,84720,204167,8/1/1990,37.65436481,-113.0856297
1439,WASHINGTON CITY UTAH,Supercenter,625 W TELEGRAPH ST,WASHINGTON,UT,84780,224510,5/30/1990,37.12679663,-113.5179433
1440,TOOELE UT,Supercenter,99 W 1280 N,TOOELE,UT,84074,185944,5/30/1990,40.55661654,-112.2954647
1441,MASON OH,Supercenter,5303 BOWEN DRIVE,MASON,OH,45040,196989,4/2/1990,39.345374,-84.313966
1442,PAGE AZ,Supercenter,1017 WEST HAUL ROAD,PAGE,AZ,86040,155017,1/30/1991,36.913751,-111.467162
1443,CINCINNATI (SE) OH,Supercenter,4370 EASTGATE SQUARE DR,CINCINNATI,OH,45245,205803,4/2/1990,39.0919042,-84.26967983
1444,JACKSONVILLE FL,Supercenter,9890 HUTCHINSON PARK DR,JACKSONVILLE,FL,32225,208964,2/24/1990,30.34209244,-81.54593825
1445,PORT CLINTON OH,Supercenter,2826 EAST HARBOR RD,PORT CLINTON,OH,43452,183900,6/27/1990,41.51862274,-82.88260186
1446,RICE LAKE WI,Supercenter,2501 WEST AVE,RICE LAKE,WI,54868,203091,8/1/1990,45.516544,-91.733836
1447,SUPERIOR WI,Supercenter,3705 TOWER AVE,SUPERIOR,WI,54880,203007,10/1/1991,46.6946638,-92.10685905
1448,ASHLAND OH,Supercenter,1996 E MAIN ST,ASHLAND,OH,44805,206220,5/30/1990,40.85322,-82.31502
1449,MANITOWOC WI,Supercenter,4115 CALUMET AVE,MANITOWOC,WI,54220,202032,8/1/1990,44.0754526,-87.70014656
1450,RIPLEY WV,Supercenter,200 ACADEMY DR,RIPLEY,WV,25271,208208,6/27/1990,38.814793,-81.707302
1451,BEARDSTOWN IL,Supercenter,100 LINCOLN AVE,BEARDSTOWN,IL,62618,98695,1/31/1990,40.011462,-90.424051
1452,CHARLOTTE (S) NC EF,Wal-Mart,3209 PINEVILLE MATTHEWS RD,CHARLOTTE,NC,28226,114760,1/31/1990,35.0972156,-80.78225452
1453,GREEN BAY WI,Supercenter,2440 W MASON ST,GREEN BAY,WI,54303,231105,1/31/1990,44.52410467,-88.09018017
1454,QUINCY IL,Supercenter,5211 BROADWAY ST,QUINCY,IL,62305,203750,2/24/1990,39.93521052,-91.33021383
1455,FT WORTH TX,Supercenter,8401 ANDERSON BLVD,FORT WORTH,TX,76120,219750,5/30/1990,32.76248244,-97.16868386
1456,EVANSTON WY,Supercenter,125 N 2ND ST,EVANSTON,WY,82930,157443,8/1/1990,41.26239593,-110.9572864
1457,RIVERTON WY,Supercenter,1733 N FEDERAL BLVD,RIVERTON,WY,82501,190802,6/27/1990,43.04259995,-108.3790353
1458,FT. OGLETHORPE GA,Supercenter,3040 BATTLEFIELD PKWY,FORT OGLETHORPE,GA,30742,203118,12/3/1990,34.954118,-85.250532
1459,INDIANAPOLIS(S) IN,Supercenter,7245 US 31 S,INDIANAPOLIS,IN,46227,199550,5/30/1990,39.66151556,-86.14513806
1460,HASTINGS NE,Supercenter,3803 OSBORNE DR W,HASTINGS,NE,68901,206446,5/30/1990,40.62524839,-98.38341421
1461,ROCK SPRINGS WY,Supercenter,201 GATEWAY BLVD,ROCK SPRINGS,WY,82901,188242,8/1/1990,41.59755,-109.234183
1462,GREENVILLE AL,Supercenter,501 WILLOW LN,GREENVILLE,AL,36037,158136,4/30/1990,31.819462,-86.607363
1463,XENIA OH,Supercenter,70 HOSPITALITY DR,XENIA,OH,45385,204272,8/1/1990,39.68924472,-83.9690286
1464,CHARLOTTE (SW) NC,Supercenter,8180 S TRYON ST,CHARLOTTE,NC,28273,210022,8/1/1990,35.14596954,-80.93441725
1465,DANVILLE VA,Supercenter,515 MOUNT CROSS RD,DANVILLE,VA,24540,220825,10/29/1990,36.614911,-79.389142
1466,LA FOLLETTE TN,Supercenter,2824 APPALACHIAN HWY,JACKSBORO,TN,37757,183772,10/1/1990,36.331839,-84.179659
1467,JAMESTOWN TN,Supercenter,539 E CENTRAL AVE,JAMESTOWN,TN,38556,106342,10/1/1990,36.42700258,-84.92515097
1468,BATESVILLE MS,Supercenter,205 HOUSE CARLSON DR,BATESVILLE,MS,38606,157263,8/1/1990,34.30612112,-89.91915328
1469,CHATTANOOGA (CENTRAL) TN,Supercenter,2020 GUNBARREL RD STE 250,CHATTANOOGA,TN,37421,191527,6/27/1990,35.03053041,-85.15309542
1470,WILLMAR MN,Supercenter,700 19TH AVE SE,WILLMAR,MN,56201,207329,6/27/1990,45.10320229,-95.03646715
1471,NEW LONDON WI,Wal-Mart,1717 N SHAWANO ST,NEW LONDON,WI,54961,51985,8/1/1990,44.40230457,-88.74346026
1472,HASTINGS MN,Supercenter,1752 NO. FRONTAGE,HASTINGS,MN,55033,220824,11/14/1990,44.73897177,-92.89180308
1473,MANKATO MN,Supercenter,1881 E MADISON AVE,MANKATO,MN,56001,205548,11/5/1991,44.16678898,-93.94945111
1474,YUMA AZ,Supercenter,2900 S PACIFIC AVE,YUMA,AZ,85365,223306,12/31/1990,32.67351775,-114.6027526
1475,WASHINGTON IA,Supercenter,2485 HIGHWAY 92,WASHINGTON,IA,52353,100263,5/30/1990,41.31513557,-91.71516831
1476,CLARKSVILLE IN,Supercenter,1351 VETERANS PKWY,CLARKSVILLE,IN,47129,211198,6/27/1990,38.316146,-85.769135
1477,SUMMERSVILLE WV,Supercenter,200 WAL ST,SUMMERSVILLE,WV,26651,181056,10/29/1990,38.285274,-80.844612
1478,SOUTH POINT OH,Supercenter,354 PRIVATE DRIVE 288,SOUTH POINT,OH,45680,204714,9/11/1991,38.42004,-82.5729
1479,VALPARAISO IN,Supercenter,2400 MORTHLAND DR,VALPARAISO,IN,46383,206175,9/4/1990,41.45736438,-87.03145383
1480,WINCHESTER IN,Supercenter,950 E GREENVILLE PIKE,WINCHESTER,IN,47394,104939,10/1/1991,40.16158294,-84.95798157
1481,HOMEWOOD AL,Supercenter,209 LAKESHORE PKWY,HOMEWOOD,AL,35209,182484,10/29/1990,33.44705188,-86.82417293
1482,TAMPA (W)FL,Wal-Mart,7011 W WATERS AVE,TAMPA,FL,33634,114760,9/4/1990,28.02686781,-82.55962119
1483,YANKTON SD,Supercenter,3001 BROADWAY AVE,YANKTON,SD,57078,203007,8/1/1990,42.90675768,-97.39772711
1485,GILLETTE WY,Supercenter,2300 S DOUGLAS HWY,GILLETTE,WY,82718,206911,1/30/1991,44.27275988,-105.4940616
1486,FARMVILLE VA,Supercenter,1800 PEERY DR,FARMVILLE,VA,23901,182607,6/27/1990,37.27825589,-78.39864089
1487,MICHIGAN CITY IN,Supercenter,5780 FRANKLIN ST,MICHIGAN CITY,IN,46360,184109,9/4/1990,41.67509051,-86.89396
1488,DOUGLASVILLE (SW) GA,Supercenter,7001 CONCOURSE PKWY,DOUGLASVILLE,GA,30134,222511,1/31/1990,33.73023341,-84.75920498
1489,VERNON HILLS IL,Wal-Mart,555 E TOWNLINE RD,VERNON HILLS,IL,60061,110580,8/1/1990,42.234248,-87.970272
1490,ROCKFORD IL,Supercenter,7219 WALTON ST,ROCKFORD,IL,61108,203084,8/1/1990,42.251933,-89.029605
1491,INDIANOLA IA,Supercenter,1500 N JEFFERSON WAY,INDIANOLA,IA,50125,188504,8/1/1990,41.37316002,-93.55607082
1492,AURORA CO,Supercenter,14000 E EXPOSITION AVE,AURORA,CO,80012,131402,8/1/1990,39.70251521,-104.826119
1493,MONROEVILLE AL,Supercenter,3371 S ALABAMA AVE,MONROEVILLE,AL,36460,148796,8/1/1990,31.514812,-87.327625
1494,CORPUS CHRISTI TX,Supercenter,4109 S STAPLES ST,CORPUS CHRISTI,TX,78411,182303,10/1/1990,27.72625159,-97.3791168
1495,HUBER HEIGHTS OH,Supercenter,7680 BRANDT PIKE,HUBER HEIGHTS,OH,45424,203622,8/1/1990,39.86358567,-84.10279334
1496,WATERLOO IA,Supercenter,1334 FLAMMANG DR,WATERLOO,IA,50702,201598,8/1/1990,42.45882463,-92.33052526
1497,MATTESON ILL,Wal-Mart,21410 S CICERO AVE,MATTESON,IL,60443,116500,10/1/1990,41.50327922,-87.73245003
1498,GREENSBORO NC,Supercenter,3738 BATTLEGROUND AVE,GREENSBORO,NC,27410,152509,7/2/1991,36.13078276,-79.85489665
1499,LEWISBURG WV (G/O '95),Supercenter,520 N JEFFERSON ST,LEWISBURG,WV,24901,146397,8/16/1995,37.81630059,-80.42818481
1500,WATERTOWN SD,Supercenter,1201 29TH ST SE,WATERTOWN,SD,57201,206332,8/1/1990,44.88757443,-97.06805479
1501,TAMPA (N) FL,Wal-Mart,14941 N DALE MABRY HWY,TAMPA,FL,33618,118266,11/14/1990,28.08570102,-82.50316044
1502,ROANOKE RAPIDS NC,Supercenter,251 PREMIER BLVD,ROANOKE RAPIDS,NC,27870,203622,10/29/1990,36.42813556,-77.63359085
1503,CENTERVILLE/DAY(SE) OH,Supercenter,6244 WILMINGTON PIKE,DAYTON,OH,45459,201299,4/2/1990,39.64804641,-84.1078426
1504,DAYTON/MIAMISBURG OH,Supercenter,8800 KINGSRIDGE DR,DAYTON,OH,45458,176351,4/2/1990,39.62990522,-84.21821734
1505,PIKEVILLE KY,Supercenter,254 CASSIDY BLVD,PIKEVILLE,KY,41501,207652,10/1/1990,37.50457295,-82.53586268
1506,MANCHESTER IA,Supercenter,1220 W MAIN ST,MANCHESTER,IA,52057,89431,8/1/1990,42.48376293,-91.47674546
1507,WICHITA (NE) KS,Supercenter,3030 N ROCK RD,WICHITA,KS,67226,201091,8/1/1990,37.742159,-97.242969
1508,SHERIDAN WY,Supercenter,1695 COFFEEN AVE,SHERIDAN,WY,82801,182003,10/29/1990,44.78005752,-106.9424115
1509,MAQUOKETA IA,Supercenter,103 E CARLISLE,MAQUOKETA,IA,52060,104902,8/1/1990,42.071208,-90.660765
1510,FLORENCE KY,Supercenter,7625 DOERING DR,FLORENCE,KY,41042,203091,9/4/1990,38.986125,-84.648281
1511,MIRAMAR FL,Wal-Mart,1800 S UNIVERSITY DR,MIRAMAR,FL,33025,114760,10/1/1990,25.99282042,-80.24961331
1512,CHANDLER AZ,Supercenter,800 W WARNER RD,CHANDLER,AZ,85225,141035,9/4/1990,33.33706195,-111.8546115
1513,PALM HARBOR FL,Supercenter,35404 US HIGHWAY 19 N,PALM HARBOR,FL,34684,115438,1/30/1991,28.09361317,-82.73969998
1514,ARNOLD MO,Supercenter,2201 MICHIGAN AVE,ARNOLD,MO,63010,206896,10/29/1990,38.43702764,-90.37746942
1515,GERMANTOWN WI,Supercenter,W190N9855 APPLETON AVE,GERMANTOWN,WI,53022,203818,10/1/1990,43.224428,-88.145134
1516,BORGER TX,Wal-Mart,1404 W WILSON ST,BORGER,TX,79007,65930,8/1/1990,35.65510113,-101.4226202
1517,POMPANO BEACH FL,Wal-Mart,300 W COPANS RD,POMPANO BEACH,FL,33064,93694,1/30/1991,26.260562,-80.12909073
1518,INDIANAPOLIS IN,Supercenter,3221 W 86TH ST,INDIANAPOLIS,IN,46268,200166,10/1/1990,39.91167365,-86.21572604
1519,JACKSON OH,Supercenter,100 WALMART DR,JACKSON,OH,45640,188222,8/1/1990,39.03300061,-82.62333102
1520,ABERDEEN SD,Supercenter,3820 7TH AVE SE,ABERDEEN,SD,57401,203863,10/1/1990,45.464854,-98.4923
1521,CINCINNATIOH,Supercenter,8451 COLERAIN AVE,CINCINNATI,OH,45239,222596,12/3/1990,39.22480114,-84.58792878
1522,ELKINS WV,Supercenter,721 BEVERLY PIKE,ELKINS,WV,26241,184305,10/29/1990,38.92326,-79.850503
1523,GLEN ALLEN VA,Supercenter,11400 WEST BROAD STREET ROAD,GLEN ALLEN,VA,23060,192256,12/3/1990,37.65963,-77.529243
1524,CHESTER VA,Supercenter,12000 IRON BRIDGE RD,CHESTER,VA,23831,193838,2/2/1993,37.35264039,-77.48204247
1525,MECHANICSVILLE VA,Supercenter,7430 BELL CREEK RD,MECHANICSVILLE,VA,23111,205187,12/3/1990,37.61255517,-77.35376789
1526,STORM LAKE IA,Supercenter,1831 LAKE AVE,STORM LAKE,IA,50588,157131,4/2/1990,42.641049,-95.20254
1527,ELIZABETH CITY NC,Supercenter,101 TANGLEWOOD PKWY N,ELIZABETH CITY,NC,27909,207581,6/27/1990,36.29501,-76.233334
1528,CEDAR RAPIDS IA,Supercenter,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,IA,52402,201841,10/29/1990,42.03466772,-91.67775353
1529,YORK PA,Supercenter,2801 E MARKET ST BLDG B,YORK,PA,17402,240573,10/1/1990,39.97840535,-76.67247597
1530,CLEVELAND MS,Supercenter,710 N DAVIS AVE,CLEVELAND,MS,38732,203826,12/31/1990,33.75587126,-90.71563077
1531,EAST DUNDEE IL,Wal-Mart,620 DUNDEE AVE,EAST DUNDEE,IL,60118,114086,2/27/1991,42.09703554,-88.25794032
1532,GLENDALE(PHOENIX) AZ,Supercenter,5845 W BELL RD,GLENDALE,AZ,85308,196671,9/4/1990,33.63703387,-112.1849945
1533,PEORIA AZ,Supercenter,7975 W PEORIA AVE,PEORIA,AZ,85345,203819,12/3/1990,33.5810674,-112.2304545
1534,BISMARCK ND,Supercenter,2717 ROCK ISLAND PL,BISMARCK,ND,58504,211651,12/3/1990,46.76082,-100.69938
1535,SIOUX FALLS SD,Supercenter,3209 S LOUISE AVE,SIOUX FALLS,SD,57106,207418,10/29/1990,43.51600908,-96.77119201
1536,ST PETERSBURG FL,Wal-Mart,3993 TYRONE BLVD N,ST PETERSBURG,FL,33709,114760,10/29/1990,27.80861477,-82.75027941
1537,GETTYSBURG PA,Wal-Mart,1270 YORK RD,GETTYSBURG,PA,17325,89612,1/30/1991,39.84395773,-77.20151888
1538,BROOKINGS SD,Supercenter,2233 6TH ST.,BROOKINGS,SD,57006,203007,10/29/1990,44.2875,-96.7914
1539,MANSFIELD OH,Supercenter,359 N LEXINGTON SPRINGMILL RD,ONTARIO,OH,44906,218250,12/3/1990,40.76172684,-82.59044441
1540,SOUTH HAVEN MI,Supercenter,201 73RD ST,SOUTH HAVEN,MI,49090,202091,10/29/1990,42.386974,-86.258209
1541,ROYAL PALM BEACH FL,Supercenter,9990 BELVEDERE RD,WEST PALM BEACH,FL,33411,226835,2/27/1991,26.69143319,-80.20156973
1542,GAYLORD MI,Supercenter,950 EDELWEISS PARKWAY,GAYLORD,MI,49735,204096,8/1/1990,44.987952,-84.675724
1543,SPEARFISH SD,Supercenter,2825 1ST AVE,SPEARFISH,SD,57783,212214,10/1/1990,44.48037644,-103.8123014
